DimB_SK,businessname,dbaname,legalowner,namelast,namefirst,address,city,state,zip,property_id,dayphn,Latitude,Longitude,BusinessConcat
3000000,100 Federal Market & Barista- 11th Floor,,ONE HUNDRED FEDERAL ST LPS,Compass Group  USA Inc,Attn:Licensing,100   Federal ST,Boston,MA,02110,57150,+16174345000,42.35477,-71.05613,100 Federal Market & Barista- 11th FloorCompass Group  USA IncAttn:Licensing57150
3000001,100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,656   Centre ST,Jamaica Plain,MA,02130,28152,+18572505689,42.31283,-71.11386,100 Percent Delicias Express100 Percent Delicias Express LLCLewis Crespo28152
3000002,11 Dining -16th Fl.,,"",11 Dining LLC,Att: Accounts Payable,200   Berkeley ST,Boston,MA,02116,187943,+10000000000,42.34986,-71.07291,11 Dining -16th Fl.11 Dining LLCAtt: Accounts Payable187943
3000003,110 Grill,,,110 Grill Mamagement LLC,"",25  Jan Karski WY,Dorchester,MA,02125,421286,+19786929450,0,0,110 Grill110 Grill Mamagement LLC421286
3000004,129 Lake Street Cafe,,,Trustees of Boston College,"",127   LAKE ST,Brighton/,MA,02135,0,+16175523307,0,0,129 Lake Street CafeTrustees of Boston College0
3000005,149 Eat Street,,"",Mass. General Hospital Joan Shea Sr. Mgr.,"",300   CHELSEA ST,Charlestown/,MA,02129,0,+16177262520,0,0,149 Eat StreetMass. General Hospital Joan Shea Sr. Mgr.0
3000006,1928 Beacon Hill,,BINA AZITA,Jenkins,Kristin,97   Mount Vernon ST,Boston,MA,02108,98781,+18572335662,42.35806,-71.06972,1928 Beacon HillJenkinsKristin98781
3000007,20TH CENTRY BOWLING LANES,,COVITZ,COVITZ,RONALD,1231   Hyde Park AVE,Hyde Park,MA,02136,77089,+13392372645,42.25682,-71.12411,20TH CENTRY BOWLING LANESCOVITZRONALD77089
3000008,21 ST. AMENDMENT,,,MICHAEL G. CONLON JR.,"",150   Bowdoin ST,Boston,MA,02108,158193,+16172277100,42.358336,-71.062581,21 ST. AMENDMENTMICHAEL G. CONLON JR.158193
3000009,224 BOSTON,,TYO KEVIN,224 Boston Street Restaurant LLC,Eric Avlenback,224   Boston ST,Dorchester,MA,02125,156048,+16172651217,42.322272,-71.060848,224 BOSTON224 Boston Street Restaurant LLCEric Avlenback156048
3000010,2Twenty2,,,222 Friends Inc.,Anthony J. DePinto,222  Friend ST,Boston,MA,02114,352074,+16177233222,0,0,2Twenty2222 Friends Inc.Anthony J. DePinto352074
3000011,2Twenty2,,,DePinto,Anthony,4  Liberty SQ,Boston,MA,02109,421341,+16177233222,0,0,2Twenty2DePintoAnthony421341
3000012,320 Cafe,,,Adamo,Joseph,314   Spring ST,West Roxbury,MA,02132,157799,+13057851745,42.271712,-71.17211,320 CafeAdamoJoseph157799
3000013,50 Kitchen & Eatery,,,Caldwell,Anthony,1450   Dorchester AVE,Boston,MA,02122,378389,+16174742433,0,0,50 Kitchen & EateryCaldwellAnthony378389
3000014,50/50 Lounge,,,FS Bos (US) LLC,c/o Accounts Payable,1  Dalton ST,Boston,MA,02115,437941,+16175301741,0,0,50/50 LoungeFS Bos (US) LLCc/o Accounts Payable437941
3000015,75 CHESTNUT,,MORRIS H BARRY,THOMAS A. KERSHAW PRES.,"",75   Chestnut ST,Boston,MA,02108,31472,+16172272175,42.356898,-71.070971,75 CHESTNUTTHOMAS A. KERSHAW PRES.31472
3000016,75 On Liberty Wharf,,Liberty Wharf,Hampshire House Corp.,"",220   Northern AVE,Boston,MA,02210,342823,+16178547631,0,0,75 On Liberty WharfHampshire House Corp.342823
3000017,753 South,,PETRUZZIELLO LUIGI R TS,Judge,Stephen,749   South ST,Roslindale,MA,02131,128941,+16176346738,42.28716,-71.12912,753 SouthJudgeStephen128941
3000018,8 Pizzas,,,Dural,Taskin,600   Washington ST,Brighton,MA,02135,156134,+10000000000,42.350371,-71.167041,8 PizzasDuralTaskin156134
3000019,89 Broad Street/Fin Point,,W-BOSTON LLC,MNM Restaurant Group LLC,Mark Grzelak,89   Broad ST,Boston,MA,02110,20586,+16173481234,42.35744,-71.05316,89 Broad Street/Fin PointMNM Restaurant Group LLCMark Grzelak20586
3000020,9 Thai Express,,,9 Thai Express LLC,Noppawan Srimahakosol,433  Cambridge ST,Allston,MA,02134,351877,+16175950409,0,0,9 Thai Express9 Thai Express LLCNoppawan Srimahakosol351877
3000021,99 RESTAURANT AND PUB,,,"O'Charley's Inc.",Attn: Lic.Compliance,29  Austin ST,Charlestown,MA,02129,155829,+16152568500,42.374884,-71.067065,"99 RESTAURANT AND PUBO'Charley's Inc.Attn: Lic.Compliance155829"
3000022,A & B Burgers,,,A & B Burgers - Causeway LLC,Thomas Holland,97  Beverly ST,Boston,MA,02114,419694,+16175964339,0,0,A & B BurgersA & B Burgers - Causeway LLCThomas Holland419694
3000023,A & N PIZZA,,MVP INVESTMENTS LLC,SAVVAS MICHAELIDIS PRES.,"",1409   Centre ST,West Roxbury,MA,02132,27566,+16173232211,42.29413,-71.13674,A & N PIZZASAVVAS MICHAELIDIS PRES.27566
3000024,"A K's Take Out & Delivery",,BOUKOUVALAS ATHENA TS,Saini,Jasbir,1427   Tremont ST,Mission Hill,MA,02120,136818,+16175410300,42.331858,-71.096333,"A K's Take Out & DeliverySainiJasbir136818"
3000025,A La Esh,,ROMAN CATH ARCH OF BOS,Sincha Restaurants LLC,"",65  Northern Av,Boston,MA,02210,103900,+16179097415,42.352583,-71.04586,A La EshSincha Restaurants LLC103900
3000026,A. Butter,,,A. Butter LLC,Att: Accounts Payable,633  Centre ST,Jamaica Plain,MA,02130,344812,+17187819799,42.313746,-71.114645,A. ButterA. Butter LLCAtt: Accounts Payable344812
3000027,"ABE & LOUIE'S",,BOYLSTON AND GLOUCESTER LLC,BACK BAY RESTAURANT GROUP,"",793   Boylston ST,Boston,MA,02116,18399,+16175364200,42.34924,-71.0816,"ABE & LOUIE'SBACK BAY RESTAURANT GROUP18399"
3000028,"ABE & LOUIE'S",,BOYLSTON AND GLOUCESTER LLC,BBRG TR LLC,C/O LICENSING SOLUTIONS,793   Boylston ST,Boston,MA,02116,18399,+16175364200,42.34924,-71.0816,"ABE & LOUIE'SBBRG TR LLCC/O LICENSING SOLUTIONS18399"
3000029,AC Hotel by Marriot,,,Albany St Hotel LLC,John Mitchell,225  Albany ST,Roxbury,MA,02118,419340,+17819533682,0,0,AC Hotel by MarriotAlbany St Hotel LLCJohn Mitchell419340
3000030,AC Hotel by Marriott,,,Management Inc.,Colwen,395  Chestnut Hill AV,Brighton,MA,02467,419814,+16038976100,0,0,AC Hotel by MarriottManagement Inc.Colwen419814
3000031,AFC SUSHI @SIMMONS COLLEGE,,SIMMONS COLLEGE,Advanced Fresh Concepts Franchise Corp.,"",300   Fenway,Boston,MA,02115,57444,+16173649375,42.33931,-71.09996,AFC SUSHI @SIMMONS COLLEGEAdvanced Fresh Concepts Franchise Corp.57444
3000032,AFC Sushi @ Emerson College,,"",AFC Franchise Corp.,Att: Accounts Payable,120  Boylston ST,Boston,MA,02116,340876,+16178248500,0,0,AFC Sushi @ Emerson CollegeAFC Franchise Corp.Att: Accounts Payable340876
3000033,AFC Sushi @ Emerson College,,,Advance Fresh Concepts Franchise Corp.,Att: Accounts Payable,120   Boylston ST,Boston,MA,02116,348055,+16178248500,0,0,AFC Sushi @ Emerson CollegeAdvance Fresh Concepts Franchise Corp.Att: Accounts Payable348055
3000034,"AK's Takeout",,ROBERT DUNKLE,309 D Street Inc,Jasbir Saini,309   D ST,South Boston,MA,02127,156426,+16172693500,42.339981,-71.04924,"AK's Takeout309 D Street IncJasbir Saini156426"
3000035,AL DENTE RISTORANTE,,KEHAYIAS CHERYL TS,JOSEPH BONO,"",109   Salem ST,Boston,MA,02113,121695,+16175230990,42.36421,-71.05536,AL DENTE RISTORANTEJOSEPH BONO121695
3000036,"AL'S CAFÉ",,,Toni McGee,Brian McGee,27   DRYDOCK AVE,BOSTON,MA,02210,49599,+16172811443,42.344333,-71.027957,"AL'S CAFÉToni McGeeBrian McGee49599"
3000037,"AL'S STATE ST. CAFE",,,ALAN COSTELLO,"",112  State ST,Boston,MA,02109,351886,+16177205555,0,0,"AL'S STATE ST. CAFEALAN COSTELLO351886"
3000038,ALEX PIZZA,,,EL EMAN INC./ALEX PIZZA,"",1252   Washington ST,Roxbury,MA,02118,157038,+16178339626,42.342301,-71.067378,ALEX PIZZAEL EMAN INC./ALEX PIZZA157038
3000039,"ALFREDO'S",,PILIKA ALFRED,ALFRED PILIKA,"",229   Brighton AVE,Allston,MA,02134,156216,+16175628222,42.353679,-71.135669,"ALFREDO'SALFRED PILIKA156216"
3000040,"ALFREDO'S ITALIAN KITCHEN",,,ADEL HAMAD,"",243   Dorchester ST,South Boston,MA,02127,156257,+16174581231,42.332855,-71.051318,"ALFREDO'S ITALIAN KITCHENADEL HAMAD156257"
3000041,ALI ROTI RESTAURANT,,ARCH DEVELOPMENT LIMITED PAR,NAZIR ALI PRES.,"",1035   Tremont ST,Mission Hill,MA,02120,136793,+16172989850,42.33666,-71.08563,ALI ROTI RESTAURANTNAZIR ALI PRES.136793
3000042,ALLIS ROTI + MEAT MARKET,,ALI,ALI,NAZIR,1188   Blue Hill AVE,Mattapan,MA,02126,16183,+16172989850,42.28377,-71.09129,ALLIS ROTI + MEAT MARKETALINAZIR16183
3000043,AMC South Bay 12 (Concession),,,AMC  Inc.,Roanlad Herman,21  District AVE,Dorchester,MA,02125,420661,+10000000000,0,0,AMC South Bay 12 (Concession)AMC  Inc.Roanlad Herman420661
3000044,AMC South Bay 12 (MacGuffins),,,AMC  Inc.,Roanlad Herman,21  District AVE,Dorchester,MA,02125,420661,+10000000000,0,0,AMC South Bay 12 (MacGuffins)AMC  Inc.Roanlad Herman420661
3000045,AMC Theatres Boston Common 19,,NEW COMMONWEALTH COMMERCIAL,Amer. Multi-Cinema Inc.Lic.Div.,Att: Accounts Payable,175   Tremont ST,Boston,MA,02111,137447,+18164805862,42.35315,-71.06403,AMC Theatres Boston Common 19Amer. Multi-Cinema Inc.Lic.Div.Att: Accounts Payable137447
3000046,ANDREW SQUARE HOUSE OF PIZZA,,MANIAS NICHOLAS,Kadilliu,Marenglen,395  Dorchester ST,South Boston,MA,02127,49085,+16172681940,42.33003,-71.05655,ANDREW SQUARE HOUSE OF PIZZAKadilliuMarenglen49085
3000047,ANDREW SQUARE HOUSE OF PIZZA,,MANIAS NICHOLAS,NICK MANIAS,"",395  Dorchester ST,South Boston,MA,02127,49085,+16172681940,42.33003,-71.05655,ANDREW SQUARE HOUSE OF PIZZANICK MANIAS49085
3000048,"ANTHONY'S CAFE",,CARDONE SALVATORE,ANTHONY GAITA,"",252   Commercial ST,Boston,MA,02109,36256,+16177422987,42.36399,-71.05137,"ANTHONY'S CAFEANTHONY GAITA36256"
3000049,ANTICO FORNO,,,CARLA COMES,"",93   Salem ST,Boston,MA,02113,157423,+16177428441,42.363742,-71.055591,ANTICO FORNOCARLA COMES157423
3000050,"ANTONIO'S ITALIANO CUCINA",,BINA BABAK TS,Steven Colarusso,"",286   Cambridge ST,Boston,MA,02114,25272,+16173673310,42.360951,-71.06816,"ANTONIO'S ITALIANO CUCINASteven Colarusso25272"
3000051,APM Coffee,,,APM Coffee,Att: Accounts Payable,99  Kneeland ST,Boston,MA,02111,420869,+10000000000,0,0,APM CoffeeAPM CoffeeAtt: Accounts Payable420869
3000052,"APPLEBEE'S NEIGHBORHOOD GRILL & BAR",,"",Apple New England L L C,attn: Cheryl Mills,11A  Allstate RD,Dorchester,MA,02125,172685,+16174427139,42.326047,-71.063611,"APPLEBEE'S NEIGHBORHOOD GRILL & BARApple New England L L Cattn: Cheryl Mills172685"
3000053,APizza- K1,,,Gerber,Seth,80  Causeway ST,Boston,MA,02114,423633,+16179363490,0,0,APizza- K1GerberSeth423633
3000054,AQUITAINE,,AQUITAINE SETH WOODS,SETH WOODS,"",569   Tremont ST,Roxbury,MA,02118,157437,+16174248577,42.343801,-71.07235,AQUITAINESETH WOODS157437
3000055,"ARCHIE'S NEW YORK DELI",,"",EMILIO RUGGERI,"",93   Arch ST,Boston,MA,02110,161605,+16173305145,42.355042,-71.059128,"ARCHIE'S NEW YORK DELIEMILIO RUGGERI161605"
3000056,ARTU,,,FRATTAROLI,NANCY,6   Prince ST,Boston,MA,02113,112966,+16177424336,42.36411,-71.05372,ARTUFRATTAROLINANCY112966
3000057,ARTU,,RICCIO GERALD,NANCY FRATTAROLI,"",89   Charles ST,Boston,MA,02114,29200,+16177424336,42.36411,-71.05372,ARTUNANCY FRATTAROLI29200
3000058,ASHMONT GRILL,,ASHMONT GRILL  LLC,ASHMONT GRILL LLC,"",555   Talbot AVE,Dorchester,MA,02124,156895,+18254300000,42.286091,-71.064728,ASHMONT GRILLASHMONT GRILL LLC156895
3000059,ATLANTIC FISH COMPANY,,BOYLSTON AND GLOUCESTER LLC,BACK BAY RESTAURANT GROUP,"",761   Boylston ST,Boston,MA,02116,18393,+16175364200,42.34935,-71.08121,ATLANTIC FISH COMPANYBACK BAY RESTAURANT GROUP18393
3000060,ATLANTIC FISH COMPANY,,BOYLSTON AND GLOUCESTER LLC,BBRG TR LLC,C/O LICENSING SOLUTIONS,761   Boylston ST,Boston,MA,02116,18393,+16175364200,42.34935,-71.08121,ATLANTIC FISH COMPANYBBRG TR LLCC/O LICENSING SOLUTIONS18393
3000061,ATRIUM CAFE/HARVARD MED.SCHOOL,,RESTAURANT ASSOCIATES,RESTAURANT ASSOCIATES,"",260  Longwood AVE,Boston,MA,02115,157056,+16174326169,42.336981,-71.10415,ATRIUM CAFE/HARVARD MED.SCHOOLRESTAURANT ASSOCIATES157056
3000062,"AUNTIE VIE'S BAKERY & CAFE",,LAWSON WILLARD R,Francis,Violet,480   Washington ST,Dorchester,MA,02124,146092,+10000000000,42.321647,-71.072046,"AUNTIE VIE'S BAKERY & CAFEFrancisViolet146092"
3000063,"AUNTIE VIE'S BAKERY & CAFE",,"",Francis,Violet,538   Dudley ST,Roxbury,MA,02119,164576,+10000000000,42.321647,-71.072046,"AUNTIE VIE'S BAKERY & CAFEFrancisViolet164576"
3000064,Abby Lane,,PAULO DOMINIC,253 Tremont St. L L C,"",253   Tremont ST,Boston,MA,02116,137467,+17812548888,42.35044,-71.06535,Abby Lane253 Tremont St. L L C137467
3000065,Aceituna,,,Aceituna Cafe LLC,Accounts Payable,100   Federal ST,Boston,MA,02110,358023,+10000000000,0,0,AceitunaAceituna Cafe LLCAccounts Payable358023
3000066,Aceituna Grill,,,Malak,Samer,99  Seaport BLVD,Boston,MA,02210,350792,+16172520707,0,0,Aceituna GrillMalakSamer350792
3000067,Achilitos Taqueria,,,Pimental,Margaret,38  Hyde Park AVE,Jamaica Plain,MA,02130,352202,+10000000000,0,0,Achilitos TaqueriaPimentalMargaret352202
3000068,Achilitos Taqueria,,,Sol Taqueria Inc.,Margaret Pimentel,160  Chestnut Hill AVE,Brighton,MA,02135,408551,+10000000000,0,0,Achilitos TaqueriaSol Taqueria Inc.Margaret Pimentel408551
3000069,Adams B & B,,HALEY JOSEPH F,JOE HALEY,"",12   Edgerly RD,Boston,MA,02115,51167,+16172672262,42.34606,-71.08786,Adams B & BJOE HALEY51167
3000070,Air France Lounge,,,Lee President,Jun Seog,500   Terminal RD,East Boston,MA,02128,341351,+12016383677,0,0,Air France LoungeLee PresidentJun Seog341351
3000071,Ajeen,,TEDESCHI FOOD SHOPS  INC.,Boulos,Simon,1219   Commonwealth AVE,Allston,MA,02134,157940,+10000000000,42.350755,-71.13087,AjeenBoulosSimon157940
3000072,"Al's South St. Express",,,Cucinotta,A.J.,179   Essex ST,Boston,MA,02111,54296,+16173206953,42.352051,-71.057585,"Al's South St. ExpressCucinottaA.J.54296"
3000073,Al-Wadi Restaurant,,WHITE PARKWAY RLTY INC,Al-Wadi Restaurant L L C,"",1249   VFW PKWY,West Roxbury,MA,02132,140286,+16173233236,42.27724,-71.17261,Al-Wadi RestaurantAl-Wadi Restaurant L L C140286
3000074,Aladdin @ Bunker Hill Comm. College,,,Aladdin Food Management Serv.,Att: Business Tax Department,250  Rutherford AV,Charlestown,MA,02129,395006,+16172282335,0,0,Aladdin @ Bunker Hill Comm. CollegeAladdin Food Management Serv.Att: Business Tax Department395006
3000075,Alcove,,"",Guidelli,Thomas S.,131  Beverly ST,Boston,MA,02114,172189,+17745268386,42.36703,-71.060086,AlcoveGuidelliThomas S.172189
3000076,Ali Baba,,,Erdem LLC,Att: Accounts Payable,99A  Cambridge ST,Charlestown,MA,02129,351905,+16173986902,0,0,Ali BabaErdem LLCAtt: Accounts Payable351905
3000077,Alibi,,,Big House Fine Dining L L C,c/o Lyons Group,215   Charles ST,Boston,MA,02114,160740,+18572411144,42.36203,-71.070362,AlibiBig House Fine Dining L L Cc/o Lyons Group160740
3000078,All Spice,,FOURTY 1 WORCESTER SQUARE,805 Inc,Mohanad Alchalabi,41   Worcester SQ,Roxbury,MA,02118,152332,+16172665300,42.33587,-71.0742,All Spice805 IncMohanad Alchalabi152332
3000079,Alma Cantina,,FIFTEEN UNION STREET LLC,BRV Dining Group LLC,Tim McCasland,15  Union St,Boston,MA,02108,139286,+16178350438,42.360853,-71.056685,Alma CantinaBRV Dining Group LLCTim McCasland139286
3000080,Alma Gaucha,,,Fogao Guacho LLC,Att: Accounts Payable,401  D ST,Boston,MA,02210,355423,+16174204900,0,0,Alma GauchaFogao Guacho LLCAtt: Accounts Payable355423
3000081,Aloft Boston Seaport Hotel,,,Aloft Hotel Management Inc.,"",401  D ST,Boston,MA,02210,355423,+16175301600,0,0,Aloft Boston Seaport HotelAloft Hotel Management Inc.355423
3000082,Aloft Boston Seaport Hotel Refuel,,,Aloft Hotel Management Inc.,"",401  D ST,Boston,MA,02210,355423,+16175301600,0,0,Aloft Boston Seaport Hotel RefuelAloft Hotel Management Inc.355423
3000083,Alta Strada Pizza Pronto,,,SRG Time Out LLC,Att: Amanda McLauglin,201   Brookline AVE,Boston,MA,02215,340960,+10000000000,42.344649,-71.102201,Alta Strada Pizza ProntoSRG Time Out LLCAtt: Amanda McLauglin340960
3000084,Alta Strada/AM2-A03/29,,,Delaware North,Att: Accounts Payable,100   Terminal RD,East Boston,MA,02128,341357,+10000000000,42.364539,-71.021817,Alta Strada/AM2-A03/29Delaware NorthAtt: Accounts Payable341357
3000085,Alumni 1,,"",Trustees of Boston College,Attn: Dining Svcs.,2597   Beacon ST,Brighton,MA,02135,172185,+16175523307,42.336249,-71.166434,Alumni 1Trustees of Boston CollegeAttn: Dining Svcs.172185
3000086,Alumni 2,,"",Trustees of Boston College,Attn: Dining Svcs.,2597   Beacon ST,Brighton,MA,02135,172185,+16175523307,42.336249,-71.166434,Alumni 2Trustees of Boston CollegeAttn: Dining Svcs.172185
3000087,Alumni 3,,"",Trustees of Boston College,Attn: Dining Svcs.,2597   Beacon ST,Brighton,MA,02135,172185,+16175523307,42.336249,-71.166434,Alumni 3Trustees of Boston CollegeAttn: Dining Svcs.172185
3000088,Alumni 4,,"",Trustees of Boston College,Attn: Dining Svcs.,2597   Beacon ST,Brighton,MA,02135,172185,+16175523307,42.336249,-71.166434,Alumni 4Trustees of Boston CollegeAttn: Dining Svcs.172185
3000089,Alumni 5,,"",Trustees of Boston College,Attn: Dining Svcs.,2597   Beacon ST,Brighton,MA,02135,172185,+16175523307,42.336249,-71.166434,Alumni 5Trustees of Boston CollegeAttn: Dining Svcs.172185
3000090,Amateras,,,Watanabe,Koichi  Pres.,112  South ST,Boston,MA,02111,160792,+16174232222,42.350987,-71.057143,AmaterasWatanabeKoichi  Pres.160792
3000091,"Amelia's Taqueria",,PRITI RANA,"Amelia's Taqueria Inc.","",180   Brighton AVE,Allston,MA,02134,156787,+16173658220,42.346932,-71.08797,"Amelia's TaqueriaAmelia's Taqueria Inc.156787"
3000092,"Amelia's Taqueria",,GETTLEMAN DAVID,Shiranian,Amir,1076  Boylston ST,Boston,MA,02215,158326,+16173658220,42.346932,-71.08797,"Amelia's TaqueriaShiranianAmir158326"
3000093,"Amelia's Taqueria",,LAMBRIANIDIS SOPHIA,Shiranian,Amir H.,309   Huntington AVE,Boston,MA,02115,155730,+16173658220,42.346932,-71.08797,"Amelia's TaqueriaShiranianAmir H.155730"
3000094,"Amelia's Taqueria III",,"D'ANTISTA DIANE & SALVATORE",Shiranian,Amir,1936   Beacon ST,Brighton,MA,02135,155677,+16175056232,42.336353,-71.149931,"Amelia's Taqueria IIIShiranianAmir155677"
3000095,"America's Test Kitchen",,"",Nussbaum,David,21   Dry Dock AVE,Boston,MA,02210,164542,+16172321000,42.344254,-71.030938,"America's Test KitchenNussbaumDavid164542"
3000096,American Airlines Club Boston,,,American Airlines Group Inc.,Att: Accounts Payable,200   Terminal RD,East Boston,MA,02128,341353,+16176345050,0,0,American Airlines Club BostonAmerican Airlines Group Inc.Att: Accounts Payable341353
3000097,Americano Espresso Bar,,TRAMONTE YOLANDA M TRSTS,Cali,David,155   Meridian ST,East Boston,MA,02128,94405,+16175938079,42.373853,-71.038885,Americano Espresso BarCaliDavid94405
3000098,Amorino,,TWO-49 NEWBURY STREET LLC,Nimba L L C,"",249   Newbury ST,Boston,MA,02116,101461,+16179539682,42.349755,-71.082793,AmorinoNimba L L C101461
3000099,"Angela's Cafe",,PELOSI UGO,Garcia,Joel,131   Lexington ST,East Boston,MA,02128,85525,+10000000000,42.37853,-71.035,"Angela's CafeGarciaJoel85525"
3000100,"Angela's Cafe II",,"",Garcia Pres.,Joel,1012   Bennington ST,East Boston,MA,02128,162035,+16175695267,42.387115,-71.006309,"Angela's Cafe IIGarcia Pres.Joel162035"
3000101,Anh Hong Restaurant,,,Nguyen,Dino,291   Adams ST,Boston,MA,02122,378359,+16172658889,0,0,Anh Hong RestaurantNguyenDino378359
3000102,Anna Hand Cut Donuts,,,KONSTANTINOS KESKINIDIS,"",2056   Centre ST,West Roxbury,MA,02132,157110,+16173232680,42.280014,-71.158191,Anna Hand Cut DonutsKONSTANTINOS KESKINIDIS157110
3000103,"Anna's Cafe",,RAUSEO MICHAEL J,Suffolk Co.,Michael Russo,267   Medford ST,Charlestown,MA,02129,93725,+16174826050,42.38129,-71.061549,"Anna's CafeSuffolk Co.Michael Russo93725"
3000104,"Anna's Taqueria",,ONE GARDEN STREET CONDO TR,Kaizen Corp. VI,Michael Kamio  Pres.,242   Cambridge ST,Boston,MA,02114,25260,+16172278822,42.36093,-71.0671,"Anna's TaqueriaKaizen Corp. VIMichael Kamio  Pres.25260"
3000105,"Anna's Taqueria",,GILLETTE CAFETERIA EDWARD C. COLEMAN,Kamio Pres.,Michael,800   Boylston ST,Boston,MA,02199,157244,+16172278822,42.36093,-71.0671,"Anna's TaqueriaKamio Pres.Michael157244"
3000106,Anoush Ella,,,Festekjian,Raffi,35 W Newton St,Roxbury,MA,02118,372424,+17817297234,0,0,Anoush EllaFestekjianRaffi372424
3000107,"Anoush' Ella",,,Unique Concepts Fenway LLC,Att: Accounts Payable,201   Brookline AVE,Boston,MA,02215,340960,+16175124819,42.344649,-71.102201,"Anoush' EllaUnique Concepts Fenway LLCAtt: Accounts Payable340960"
3000108,Anshur Restauruant,,REARDON THOMAS B,Anshur,Abdullah F.,291  Roxbury St,Roxbury,MA,02119,119179,+16176995306,42.33041,-71.0943,Anshur RestauruantAnshurAbdullah F.119179
3000109,"Antonio's Hi-Fi",,SHERMAN ROBERT S,Chavez,Brian & Anibal,1508   Dorchester AVE,Dorchester,MA,02122,48338,+16178429592,42.29929,-71.06025,"Antonio's Hi-FiChavezBrian & Anibal48338"
3000110,Antonios Bacaro,,STANTON MARY J TS,Garufi Owner,Joe,1   Fairmount AVE,Hyde Park,MA,02136,55669,+16179479407,42.25558,-71.12118,Antonios BacaroGarufi OwnerJoe55669
3000111,April 23,,"",April 23 Florist LLC,Att: Accounts Payable,222   Newbury ST,Boston,MA,02116,282093,+18572946355,42.34975,-71.08108,April 23April 23 Florist LLCAtt: Accounts Payable282093
3000112,Aqua Pazza,,,DINCIC,SONNY,135  Richmond ST,Boston,MA,02113,352041,+18573503105,0,0,Aqua PazzaDINCICSONNY352041
3000113,Arboretum Grill,,FOTOPOULOS STAVROULA,GA Restaurant Inc.,"",4021   Washington ST,Roslindale,MA,02131,145067,+16173239100,42.29201,-71.12244,Arboretum GrillGA Restaurant Inc.145067
3000114,Arboretum Grill,,FOTOPOULOS STAVROULA,Ozsferoglu L L C,"",4021   Washington ST,Roslindale,MA,02131,145067,+16173239100,42.29201,-71.12244,Arboretum GrillOzsferoglu L L C145067
3000115,Ariana Restaurant,Ariana Cuisine of Afghanistan,,Gulabudin,Najmudin,127  Brighton Av,Allston,MA,02134,20071,+16172088072,0,0,Ariana RestaurantGulabudinNajmudin20071
3000116,Ariana Restaurant,,,Rostami,Najecb,123   Antwerp ST,Brighton,MA,02135,343305,+16172088072,0,0,Ariana RestaurantRostamiNajecb343305
3000117,Arizona B B Q,,DIPASQUALE ALFRED P,Milad Makkar,"",2360   Washington ST,Roxbury,MA,02119,144493,+16174422999,42.32937,-71.08446,Arizona B B QMilad Makkar144493
3000118,Article 24,,HOEY CONOR J,Pariseau,Henry,458   Western AVE,Brighton,MA,02135,148210,+16198236061,42.36195,-71.14221,Article 24PariseauHenry148210
3000119,Arya Trattoria,,DESTEFANO ANTONIETTA TRSTS,Tiberi,Massimo,253   Hanover ST,Boston,MA,02113,69071,+16177421276,42.363223,-71.054789,Arya TrattoriaTiberiMassimo69071
3000120,Ascia Foods,,,Yusuf,Yassin,100   Malcolm X BLVD,Roxbury,MA,02119,340841,+16179593031,42.330905,-71.093373,Ascia FoodsYusufYassin340841
3000121,Ashburton Cafe,,COMMONWEALTH OF MASS,A & R FOOD SERVICE,CORP.,1   Ashburton PL,Boston,MA,02114,5052,+16177994625,42.359276,-71.062359,Ashburton CafeA & R FOOD SERVICECORP.5052
3000122,Asia Wok,,SANDER MARCEL,Chen President,Hang,44  Harvard AVE,Allston,MA,02134,70391,+16177826714,0,0,Asia WokChen PresidentHang70391
3000123,Asia Wok,,,Lucky Brothers Corporation,Ting Ting Li,44  Harvard AVE,Allston,MA,02134,354426,+16177826714,0,0,Asia WokLucky Brothers CorporationTing Ting Li354426
3000124,Asian Thai Eatery,,,Jade Garden Restaurant Inc.,Zhen Xin Chen,1064   River ST,Hyde Park,MA,02136,158305,+16173614448,42.258784,-71.117741,Asian Thai EateryJade Garden Restaurant Inc.Zhen Xin Chen158305
3000125,Assaggio,,,Depasquale,Joseph,29   Prince ST,Boston,MA,02113,360658,+16172277380,0,0,AssaggioDepasqualeJoseph360658
3000126,Assembly on 2,,ONE HUNDRED SUMMER STREET,Tavern In The Square,"",100   Summer ST,Boston,MA,02110,131978,+16175742178,42.353633,-71.057366,Assembly on 2Tavern In The Square131978
3000127,Asta,,,Spaceship Picnic L L C,"",47  Massachusetts AVE,Boston,MA,02215,422671,+16178234664,0,0,AstaSpaceship Picnic L L C422671
3000128,"Athan's European Bakery",,,ARISTIDES,ATHANASOPOULOS,407  Washington ST,Brighton,MA,02135,352135,+16177830313,0,0,"Athan's European BakeryARISTIDESATHANASOPOULOS352135"
3000129,Atlantico,,,Atlantico LLC,Att. Accounts Payable,50  Malden ST,Roxbury,MA,02118,419532,+16178186588,0,0,AtlanticoAtlantico LLCAtt. Accounts Payable419532
3000130,Au Bon Pain,,NEW ENGLAND MEDICAL CENTER,ABP CORPORATION,"",800  Washington ST,Boston,MA,02111,145764,+16174232100,0,0,Au Bon PainABP CORPORATION145764
3000131,Au Bon Pain,,,ABP Corp.,"",133  Brookline AV,Boston,MA,02215,352517,+16174232100,0,0,Au Bon PainABP Corp.352517
