DimB_SK,businessname,dbaname,legalowner,namelast,namefirst,address,city,state,zip,property_id,dayphn,Latitude,Longitude,BusinessConcat
3000872,"Dunkin' Donuts",,,East Boston Donuts LLC,"",356   Bennington ST,Boston,MA,02128,391778,+16175411911,42.335545,-71.088188,"Dunkin' DonutsEast Boston Donuts LLC391778"
3000873,"Dunkin' Donuts",,FREEPORT ST. DONUTS  INC.,FREEPORT ST. DONUTS,INC.,1236   Dorchester AVE,Dorchester,MA,02125,156562,+16175411911,42.335545,-71.088188,"Dunkin' DonutsFREEPORT ST. DONUTSINC.156562"
3000874,"Dunkin' Donuts",,DEVLIN MICHAEL & DARLENE,GILLESPIE,JOHN,482 W Broadway,South Boston,MA,02127,157195,+16175411911,42.335545,-71.088188,"Dunkin' DonutsGILLESPIEJOHN157195"
3000875,"Dunkin' Donuts",,GILLISSPI,GILLISSPI,JOHN,847   Dorchester AV,Dorchester,MA,02125,156523,+16175411911,42.335545,-71.088188,"Dunkin' DonutsGILLISSPIJOHN156523"
3000876,"Dunkin' Donuts",,P G B ASSOCS INC,JOHN GILLESPIE &,SAL COUTO,256   Boston ST,Dorchester,MA,02125,17156,+16175411911,42.335545,-71.088188,"Dunkin' DonutsJOHN GILLESPIE &SAL COUTO17156"
3000877,"Dunkin' Donuts",,BARRY ASSOCS INC,JOSE S. COUTO,"",7   Walk Hill ST,Jamaica Plain,MA,02130,141731,+16175411911,42.335545,-71.088188,"Dunkin' DonutsJOSE S. COUTO141731"
3000878,"Dunkin' Donuts",,LOWER MILLS DONUTS  INC.,LOWER MILLS DONUTS,INC.,2290   Dorchester AVE,Dorchester,MA,02124,156550,+16175411911,42.335545,-71.088188,"Dunkin' DonutsLOWER MILLS DONUTSINC.156550"
3000879,"Dunkin' Donuts",,"",Maverick Square Donuts LLC,"",13   Maverick SQ,East Boston,MA,02128,167525,+16175411911,42.335545,-71.088188,"Dunkin' DonutsMaverick Square Donuts LLC167525"
3000880,"Dunkin' Donuts",,TURNBULL,TURNBULL,CLAYTON,1926   Columbus AVE,Roxbury,MA,02119,157214,+16175411911,42.335545,-71.088188,"Dunkin' DonutsTURNBULLCLAYTON157214"
3000881,"Dunkin' Donuts",,MOAWED PROPERTIES LLC,TURNBULL/WALDWIN GROUP,CLAYTON,841   Morton ST,Mattapan,MA,02126,97810,+16175411911,42.335545,-71.088188,"Dunkin' DonutsTURNBULL/WALDWIN GROUPCLAYTON97810"
3000882,"Dunkin' Donuts",,WHVPW REAL ESTATE L P,WATERMARK DONUT CO.,"",268   Summer ST,Boston,MA,02210,131990,+16175411911,42.335545,-71.088188,"Dunkin' DonutsWATERMARK DONUT CO.131990"
3000883,"Dunkin' Donuts",,,WATERMARK DONUT CO.,"",235   Washington ST,Boston,MA,02108,158162,+16175411911,42.335545,-71.088188,"Dunkin' DonutsWATERMARK DONUT CO.158162"
3000884,"Dunkin' Donuts",,JOHN HANCOCK MUTUAL LIFE INS,WATERMARK DONUT CO. INC.,"",430  Stuart St,Boston,MA,02116,131662,+16175411911,42.335545,-71.088188,"Dunkin' DonutsWATERMARK DONUT CO. INC.131662"
3000885,"Dunkin' Donuts",,,WATERMARK DONUT COMPANY,"",176   Federal ST,Boston,MA,02110,155873,+16175411911,42.335545,-71.088188,"Dunkin' DonutsWATERMARK DONUT COMPANY155873"
3000886,"Dunkin' Donuts",,,WATERMARK DONUT COMPANY,"",7   Otis PL,Boston,MA,02110,155914,+16175411911,42.335545,-71.088188,"Dunkin' DonutsWATERMARK DONUT COMPANY155914"
3000887,"Dunkin' Donuts",,WATERMARK DONUT COMPANY  INC.,WATERMARK DONUT COMPANY,INC.,22   Beacon ST,Boston,MA,02108,157525,+16175411911,42.335545,-71.088188,"Dunkin' DonutsWATERMARK DONUT COMPANYINC.157525"
3000888,"Dunkin' Donuts Express",,MASSACHUSETTS BAY,ALEPEDIS,GEORGE,145  Dartmouth ST,Boston,MA,02116,46313,+10003916496,42.34738,-71.07484,"Dunkin' Donuts ExpressALEPEDISGEORGE46313"
3000889,"Dunkin' Donuts(C.A. Donuts)",,HANDY JOSEPH C TRSTS,C.A. DONUTS INC.,"",155   Spring ST,West Roxbury,MA,02132,129544,+10000000000,42.27646,-71.16677,"Dunkin' Donuts(C.A. Donuts)C.A. DONUTS INC.129544"
3000890,Dunkin-Term E Airside,,,WALDWIN CONCESSIONS LLC,Clayton Turnbull,100   Terminal RD,East Boston,MA,02128,341357,+16175411911,42.364539,-71.021817,Dunkin-Term E AirsideWALDWIN CONCESSIONS LLCClayton Turnbull341357
3000891,"Durty Nellie's",,BOURQUE LUCILLE R,SOMERS FIVE,Att: Accounts Payable,108   Blackstone ST,Boston,MA,02109,15794,+10000000000,42.361696,-71.056576,"Durty Nellie'sSOMERS FIVEAtt: Accounts Payable15794"
3000892,EGLESTON PIZZA,,STELCON CORP,CHRIS MANAZIS,EGLESTON PIZZA,3080   Washington ST,Roxbury,MA,02119,144616,+17813200097,42.31545,-71.09841,EGLESTON PIZZACHRIS MANAZISEGLESTON PIZZA144616
3000893,EL CHALAN,,PUMA WILLIAM,WILLIAM PUMA,"",405   Chelsea ST,East Boston,MA,02128,30547,+17813892987,42.379767,-71.027,EL CHALANWILLIAM PUMA30547
3000894,EL EMBAJADOR RESTAURANT,,CRAVEN WALTER I ETAL,JUAN V. TEJEDA,"",3371  Washington ST,Jamaica Plain,MA,02130,144910,+10005226812,42.3091,-71.10514,EL EMBAJADOR RESTAURANTJUAN V. TEJEDA144910
3000895,EL MONDONGUITO,,,CARMEN CARTAGENA-RIVERA,"",219   Dudley ST,Roxbury,MA,02119,158018,+16175223672,42.328383,-71.080679,EL MONDONGUITOCARMEN CARTAGENA-RIVERA158018
3000896,EL PENOL RESTAURANT,,,MIGUEL A. MEDINA BALBIN,"",54   Bennington ST,East Boston,MA,02128,156292,+16175690100,42.375798,-71.037101,EL PENOL RESTAURANTMIGUEL A. MEDINA BALBIN156292
3000897,EMC CLUB,,JACK LYONS  MANAGER,ARAMARK CORP.,"",4  Jersey ST,Boston,MA,02215,156417,+16175366683,42.346723,-71.09868,EMC CLUBARAMARK CORP.156417
3000898,EMC Inseat,,,Aramark,Aramark Fenway Park,4  Jersey ST,Boston,MA,02215,424258,+10000000000,0,0,EMC InseatAramarkAramark Fenway Park424258
3000899,"EMMETS/ROXANNE'S",,MILLER NATHAN R TS,THOMAS CARLYLE,"",6   Beacon ST,Boston,MA,02108,12020,+16177428565,42.35799,-71.06161,"EMMETS/ROXANNE'STHOMAS CARLYLE12020"
3000900,EMPIRE GARDEN,,,Jia Ho Restaurant Inc.,Qian Wang,686  Washington ST,Boston,MA,02111,155995,+16173099695,42.351311,-71.06264,EMPIRE GARDENJia Ho Restaurant Inc.Qian Wang155995
3000901,EMPIRE GARDEN,,,Wong,David,686  Washington ST,Boston,MA,02111,155995,+16173099695,42.351311,-71.06264,EMPIRE GARDENWongDavid155995
3000902,EQUATOR RESTAURANT,,HOOPER FRANK III,SARAH PLABUTONG,"",1721   Washington ST,Roxbury,MA,02118,144411,+16175366386,42.337071,-71.076601,EQUATOR RESTAURANTSARAH PLABUTONG144411
3000903,ERIC LINDEMAN,,NORTH SUFFOLK MENTAL HLTH ASSOC./DMH,FAME FOOD MANAGEMENT INC.,Attn Tax & License,25  Staniford ST,Boston,MA,02114,157403,+17812242488,42.362154,-71.063531,ERIC LINDEMANFAME FOOD MANAGEMENT INC.Attn Tax & License157403
3000904,"ETHEL & ANDY'S SUB SHOP",,REKOWSKI,REKOWSKI,ETHEL,134  K ST,South Boston,MA,02127,157562,+16172699775,42.338232,-71.037339,"ETHEL & ANDY'S SUB SHOPREKOWSKIETHEL157562"
3000905,"EUGENE O' NEILLS",,QUERCIO JOSEPH R TS,Cill Dara Inc.,"",3700   Washington ST,Jamaica Plain,MA,02130,144970,+16175532492,42.30053,-71.112809,"EUGENE O' NEILLSCill Dara Inc.144970"
3000906,"EUGENE O' NEILLS",,QUERCIO JOSEPH R TS,Jacob,John,3700   Washington ST,Jamaica Plain,MA,02130,144970,+16175532492,42.30053,-71.112809,"EUGENE O' NEILLSJacobJohn144970"
3000907,Eagle Cafe 7th Fl,,THE LANDMARK CONDO ASSN,First Republic Bank,Tony Amato  Dir. Facilities,160   Federal ST,Boston,MA,02110,57187,+12122593655,42.354049,-71.055925,Eagle Cafe 7th FlFirst Republic BankTony Amato  Dir. Facilities57187
3000908,Eagle Hill Cafe,,,Eagle Hill Cafe Inc.,Att: Accounts Payable,65  Meridian ST,East Boston,MA,02128,420809,+18572044619,0,0,Eagle Hill CafeEagle Hill Cafe Inc.Att: Accounts Payable420809
3000909,Earl of Sandwich,,,Earl of Sandwich (Boston) L L C,"",1   Charles ST,Boston,MA,02116,29470,+16144261395,42.351541,-71.067431,Earl of SandwichEarl of Sandwich (Boston) L L C29470
3000910,"Earl's Kitchen and Bar",,GILLETTE CAFETERIA EDWARD C. COLEMAN,Jessa Pres.,Mo,800   Boylston ST,Boston,MA,02199,157244,+14168367518,42.347296,-71.081457,"Earl's Kitchen and BarJessa Pres.Mo157244"
3000911,East Roof Production Kitchen,,"",Trustees of Boston College,Silvio O. Conte Forum,2597   Beacon ST,Brighton,MA,02135,172185,+16175523307,42.336249,-71.166434,East Roof Production KitchenTrustees of Boston CollegeSilvio O. Conte Forum172185
3000912,Eat Well Meal Kits,,,Eat Well Meal Kits Inc.,Daniel Wexler,196  Quincy ST,Dorchester,MA,02121,377254,+16317669354,0,0,Eat Well Meal KitsEat Well Meal Kits Inc.Daniel Wexler377254
3000913,Eataly 1St. Floor,,GILLETTE CAFETERIA EDWARD C. COLEMAN,Eataly Boston LLC,Att. Accounts Payable,800   Boylston ST,Boston,MA,02199,157244,+10000000000,42.347296,-71.081457,Eataly 1St. FloorEataly Boston LLCAtt. Accounts Payable157244
3000914,Eaton Vance,,RUGGERI,Restaurant Associates,Accounts Payable,90   Oliver ST,Boston,MA,02110,156963,+10000000000,42.35635,-71.051804,Eaton VanceRestaurant AssociatesAccounts Payable156963
3000915,"Eddie  Merlot's",,,Platinum Restaurants,NE Central LLC,505   Congress ST,Boston,MA,02210,344584,+18572335009,0,0,"Eddie  Merlot'sPlatinum RestaurantsNE Central LLC344584"
3000916,Edu and Dens Bakery,,,Homicile,Jocemy,643   River ST,Mattapan,MA,02126,156261,+16176988800,42.265115,-71.099471,Edu and Dens BakeryHomicileJocemy156261
3000917,"Effie's Kitchen",,,Meletlides,Eftimia,37   Poplar ST,Roslindale,MA,02131,158211,+16179534825,42.286098,-71.129018,"Effie's KitchenMeletlidesEftimia158211"
3000918,El Barrio Mexican Grill,,,J V Kitchen L L C,"",1782  Dorchester AVE,Dorchester,MA,02124,351617,+16172821656,0,0,El Barrio Mexican GrillJ V Kitchen L L C351617
3000919,El Barrio Mexican Grill,,ANTREASSIAN SARKIS,Vasquez,Joandry,809   Harrison AVE,Roxbury,MA,02118,70063,+16172821656,0,0,El Barrio Mexican GrillVasquezJoandry70063
3000920,El Dugout,,STAMATOS JAMES C,Hector Guerrero Villar,"",122   Seaver ST,Dorchester,MA,02121,124142,+16174425515,42.30992,-71.09152,El DugoutHector Guerrero Villar124142
3000921,El Jardin,,,Walter Corporation,John Castaneda,15  William C Kelly SQ,East Boston,MA,02128,440487,+16175696508,0,0,El JardinWalter CorporationJohn Castaneda440487
3000922,"El Jefe's Taqueria",,,Schall,John,80   Boylston ST,Boston,MA,02116,155859,+16179394546,42.352225,-71.064909,"El Jefe's TaqueriaSchallJohn155859"
3000923,"El Jefe's Taqueria of Northeastern",,MOHAMMED K. RAHMANIZ,AHL Group LLC,John Schall,269   Huntington AVE,Boston,MA,02115,156555,+16176695955,42.342178,-71.08624,"El Jefe's Taqueria of NortheasternAHL Group LLCJohn Schall156555"
3000924,El Oriental De Cuba,,KARIOTIS JOHN,El Oriental De Cuba Inc.,"",414   Centre ST,Jamaica Plain,MA,02130,28034,+16175949026,42.32076,-71.11047,El Oriental De CubaEl Oriental De Cuba Inc.28034
3000925,El Palmar Restaurant,,GONZALEZ JOSE,Palma,Wilfredo,290   Bennington ST,East Boston,MA,02128,14702,+16175698600,42.379018,-71.02859,El Palmar RestaurantPalmaWilfredo14702
3000926,El Pelon,,GREALISH MARTIN J TRST,El Pelon Taquieria Corp.,"",2193   Commonwealth AVE,Brighton,MA,02135,39669,+10000000000,42.340294,-71.166405,El PelonEl Pelon Taquieria Corp.39669
3000927,El Pelon Taqueria,,"",El Pelon Taqueria Inc.,"",84   Peterborough ST,Boston,MA,02115,168718,+16172629090,42.343077,-71.09911,El Pelon TaqueriaEl Pelon Taqueria Inc.168718
3000928,El Recreo Coffee & Roastene,,"",Miriam,Morales,1872  Centre ST,West Roxbury,MA,02132,163087,+16177557018,42.285743,-71.155382,El Recreo Coffee & RoasteneMiriamMorales163087
3000929,El Rinconcito,,,JAFRE CORP.,"",226   Sumner ST,East  Boston,MA,02128,342947,+16175680028,0,0,El RinconcitoJAFRE CORP.342947
3000930,El Triunfo Restaurant / Ali Baba,,CHEN DONALD T,Yagcioglu,Hatice,147 E Berkeley ST,Roxbury,MA,02118,15102,+16175428499,42.3435,-71.0648,El Triunfo Restaurant / Ali BabaYagciogluHatice15102
3000931,Element Boston Seaport Hotel Rise,,,Westin Hotel Management Inc.,"",391  D ST,Boston,MA,02210,355422,+16175301600,0,0,Element Boston Seaport Hotel RiseWestin Hotel Management Inc.355422
3000932,Elenas Cafe,,NEW ENGLAND COLLEGE,Myshqeri,Elena,424   Beacon ST,Boston,MA,02115,11446,+17818881364,42.35185,-71.08681,Elenas CafeMyshqeriElena11446
3000933,Elephant & Castle Pub and Restaurant,,,EC RESTAURANTS (BOSTON) CORP.,"",161   Devonshire ST,Boston,MA,02110,155974,+16173509977,42.356286,-71.0575,Elephant & Castle Pub and RestaurantEC RESTAURANTS (BOSTON) CORP.155974
3000934,"Emack & Bolio's",,,Foley,Ronald,2  Belgrade AVE,Roslindale,MA,02131,156105,+16172322753,42.3712,-71.061707,"Emack & Bolio'sFoleyRonald156105"
3000935,"Emack & Bolio's",,"",Garuda I C L L C,"",1  Chelsea ST,Charlestown,MA,02129,163254,+16172322753,42.3712,-71.061707,"Emack & Bolio'sGaruda I C L L C163254"
3000936,"Emack & Bolio's",,ANDERSON LINDSEY,Garuda IC L L C,"",290   Newbury ST,Boston,MA,02115,101525,+16172322753,42.3712,-71.061707,"Emack & Bolio'sGaruda IC L L C101525"
3000937,"Emack & Bolio's",,LEGAL SEA FOODS  INC.RISK /BENEFITS,STEWART KAGEL,"",255   State ST,Boston,MA,02109,158086,+16172322753,42.3712,-71.061707,"Emack & Bolio'sSTEWART KAGEL158086"
3000938,Embassy Suites @Logan Airport,,BPG/CGV HOTEL PARTNERS IX LLC,Aimbridge Hospitality LLC,ATTN: Licensing,207  Porter ST,East Boston,MA,02128,157095,+16175675000,42.370435,-71.031732,Embassy Suites @Logan AirportAimbridge Hospitality LLCATTN: Licensing157095
3000939,Embassy Suites Boston Kiosk,,BPG/CGV HOTEL PARTNERS IX LLC,Porter Hotel Owners LLC,Att: Accounts Payable,207  Porter ST,East Boston,MA,02128,157095,+16175675000,42.370435,-71.031732,Embassy Suites Boston KioskPorter Hotel Owners LLCAtt: Accounts Payable157095
3000940,Emerald Society .,,,Emerald Society of the Boston Police,"",10  Birch ST,Roslindale,MA,02131,351677,+16177497906,0,0,Emerald Society .Emerald Society of the Boston Police351677
3000941,Emirates Lounge,,,Flik Hospitality,"",500   Terminal RD,East Boston,MA,02128,341351,+19149355310,0,0,Emirates LoungeFlik Hospitality341351
3000942,Energize,,THERIOS PETER ETAL,Dimitrov,Ivaylo,610   Washington ST,Brighton,MA,02135,143653,+17812907769,0,0,EnergizeDimitrovIvaylo143653
3000943,Energize,,,Dimitrov,Ivaylo,265   Massachusetts AVE,Boston,MA,02115,365131,+17812907769,0,0,EnergizeDimitrovIvaylo365131
3000944,Erie Pub,,STENSON JOHN P TS,IRISH PUB INC,"",791   Adams ST,Dorchester,MA,02124,975,+16174360088,42.28316,-71.05602,Erie PubIRISH PUB INC975
3000945,Ernestos Pizza,,GIORGIO LILLIAN,Radzikawski,Anthony,69   Salem ST,Boston,MA,02113,121923,+16175231373,42.36335,-71.05584,Ernestos PizzaRadzikawskiAnthony121923
3000946,Esperia Grill & Rotisserie,,ATHANASIADIS EFTHYMIOS,Esperia Grill Inc.,"",344   Washington ST,Brighton,MA,02135,143521,+16172548337,42.348845,-71.152913,Esperia Grill & RotisserieEsperia Grill Inc.143521
3000947,Espresso Love Cafe,,TERRA FIRMA-33 BROAD LLC,Thomas J. McManus,"",33   Broad ST,Boston,MA,02109,20466,+15122933546,42.35843,-71.0545,Espresso Love CafeThomas J. McManus20466
3000948,Espresso Yourself,,"",Tairov,Feruz,767  Centre St,Jamaica Plain,MA,02130,163050,+18572225841,42.310259,-71.115521,Espresso YourselfTairovFeruz163050
3000949,Essential Herb & Juice Cafe,,"",Essential Body Herbs Inc.,Wayne Atkinson,501B  Washington ST,Dorchester,MA,02124,332483,+16175068302,42.29415,-71.07213,Essential Herb & Juice CafeEssential Body Herbs Inc.Wayne Atkinson332483
3000950,Esthetic Bean,,KELLEY JOHN T,Kotlinska,Iuliia,16  Preble ST,South Boston,MA,02127,112534,+16173157263,42.32958,-71.05631,Esthetic BeanKotlinskaIuliia112534
3000951,Ethiopian Cafe,,,Haile,Yosef,377   Centre ST,Jamaica Plain,MA,02130,343460,+16173196971,42.322376,-71.109129,Ethiopian CafeHaileYosef343460
3000952,Ethiopian Cafe,,,Zeleke,Firehiwot,377   Centre ST,Jamaica Plain,MA,02130,343460,+16173196971,42.322376,-71.109129,Ethiopian CafeZelekeFirehiwot343460
3000953,Eurest Dining Services@Mass Biologic Cafe,,"",FLIK INTERNATIONAL,Attn: Licensing,460   WALK HILL ST,Mattapan/,MA,02126,0,+16175265403,0,0,Eurest Dining Services@Mass Biologic CafeFLIK INTERNATIONALAttn: Licensing0
3000954,Eventide Fenway,,,Big Tree Hospitality,Att: Accounts Payable,1321  Boylston ST,Boston,MA,02215,421351,+10000000000,0,0,Eventide FenwayBig Tree HospitalityAtt: Accounts Payable421351
3000955,Evergreen Eatery,,,Paik,Phil,154  Green St,Jamaica Plain,MA,02130,351883,+16176765489,0,0,Evergreen EateryPaikPhil351883
3000956,FAJITAS & RITAS INC.,,CHENG HUNG TS,FREDERICKS,BRADLEY K,25   West ST,Boston,MA,02111,148012,+16174261266,42.35485,-71.06237,FAJITAS & RITAS INC.FREDERICKSBRADLEY K148012
3000957,"FARAH'S CAFE RESTAURANT",,,Farah Francois,"",1158   River ST,Hyde Park,MA,02136,156333,+16179103203,42.256378,-71.120349,"FARAH'S CAFE RESTAURANTFarah Francois156333"
3000958,"FIG'S",,ZUROMSKIS J MICHAEL TRSTS,Figs,Todd English,42   Charles ST,Boston,MA,02108,29159,+16177423447,42.357234,-71.070195,"FIG'SFigsTodd English29159"
3000959,"FIG'S",,,TODD ENGLISH,"",67   Main ST,Charlestown,MA,02129,158188,+16177423447,42.357234,-71.070195,"FIG'STODD ENGLISH158188"
3000960,"FIGARO'S BOSTON DELICATESSEN",,ONE 05 BEACH STREET INC,GIAVANNI MARTONE,"",105   Beach ST,Boston,MA,02111,9279,+16174262121,42.35071,-71.05826,"FIGARO'S BOSTON DELICATESSENGIAVANNI MARTONE9279"
3000961,"FILIPPO'S",,,FILIPPO FRATTAROLI,"",283   Causeway ST,Boston,MA,02114,155911,+16177424143,42.366963,-71.05818,"FILIPPO'SFILIPPO FRATTAROLI155911"
3000962,FILL A BUSTER,,BOSTON VIEW CORP,VAIOS GRIGAS,"",130   Bowdoin ST,Boston,MA,02108,17550,+10005238164,42.35857,-71.06258,FILL A BUSTERVAIOS GRIGAS17550
3000963,"FIN'S SUSHI & GRILL",,"",Bento Express Inc.,"",62   Boylston ST,Boston,MA,02116,193139,+16176695420,42.360986,-71.066858,"FIN'S SUSHI & GRILLBento Express Inc.193139"
3000964,"FIN'S SUSHI & GRILL",,,OMEGA SUSHI INC.,"",240   Cambridge ST,Boston,MA,02114,155887,+16176695420,42.360986,-71.066858,"FIN'S SUSHI & GRILLOMEGA SUSHI INC.155887"
3000965,FINAGLE-A-BAGEL,,HERITAGE COMMONWEALTH CORP,Finagle A Bagel,c/o Human Resources,535  Boylston ST,Boston,MA,02116,18338,+16172138400,42.35087,-71.07558,FINAGLE-A-BAGELFinagle A Bagelc/o Human Resources18338
3000966,FIRE & ICE,,RUGGERI FRANCESCO,Adventure Investments Boston,Att: Accounts Payable,31   Saint James AVE,Boston,MA,02116,155769,+16174823473,42.351109,-71.07458,FIRE & ICEAdventure Investments BostonAtt: Accounts Payable155769
3000967,FIRE & ICE,,RUGGERI FRANCESCO,ROUND GRILLE INC.,"",31   Saint James AVE,Boston,MA,02116,155769,+16174823473,42.351109,-71.07458,FIRE & ICEROUND GRILLE INC.155769
3000968,FISHER COLLEGE,,FISHER SCHOOL,ARAMARK EDUCATIONAL SERVICES L L C,"",118  Beacon ST,Boston,MA,02116,9518,+18009998989,42.35525,-71.07414,FISHER COLLEGEARAMARK EDUCATIONAL SERVICES L L C9518
3000969,FLAMES RESTAURANT,,THOMPSON STEPHEN G,CHAMBERS,LINVAL,1   Peabody SQ,Dorchester,MA,02124,108711,+16175949827,42.28611,-71.06369,FLAMES RESTAURANTCHAMBERSLINVAL108711
3000970,FLAMES RESTAURANT,,CHAMBERS  LINVAL,CHAMBERS,LINVAL,746   Huntington AVE,Mission Hill,MA,02116,156872,+16175949827,42.28611,-71.06369,FLAMES RESTAURANTCHAMBERSLINVAL156872
3000971,FLAMES RESTAURANT,,FLAMES REALTY HOLDINGS LLC,CHAMBERS,LINVAL,663   Morton ST,Mattapan,MA,02126,97755,+16175949827,42.28611,-71.06369,FLAMES RESTAURANTCHAMBERSLINVAL97755
3000972,FLAT BLACK COFFEE CO. LTD.,,,House,Jennifer,1170   Washington ST,Dorchester,MA,02124,156190,+16177315482,42.272412,-71.068339,FLAT BLACK COFFEE CO. LTD.HouseJennifer156190
3000973,FLORENTINE CAFFE,,RICCIO GERALD,RICCIO,GERALD,333   Hanover ST,Boston,MA,02113,157419,+16172277606,42.364326,-71.053705,FLORENTINE CAFFERICCIOGERALD157419
3000974,FLORIAN RESTAURANT,,,ASSOCIATES,FLORIAN,55   Hallet ST,Dorchester,MA,02124,158049,+16172886666,42.282376,-71.047658,FLORIAN RESTAURANTASSOCIATESFLORIAN158049
3000975,FLOUR BAKERY & CAFE,,"",Cakewalk Bakers L L C,"",131   Clarendon ST,Boston,MA,02116,208100,+10000000000,42.34839,-71.07384,FLOUR BAKERY & CAFECakewalk Bakers L L C208100
3000976,FLOUR BAKERY & CAFE,,,Cakewalk Bakers LLC.,"",19  Dry Dock AVE,Boston,MA,02210,351800,+10000000000,42.34839,-71.07384,FLOUR BAKERY & CAFECakewalk Bakers LLC.351800
3000977,FLOUR BAKERY & CAFE,,,Chang,Joanne,30  Dalton ST,Boston,MA,02115,351052,+10000000000,42.34839,-71.07384,FLOUR BAKERY & CAFEChangJoanne351052
3000978,FLOUR BAKERY & CAFE,,,JOANNE CHANG,"",1595   Washington ST,Roxbury,MA,02114,157458,+10000000000,42.34839,-71.07384,FLOUR BAKERY & CAFEJOANNE CHANG157458
3000979,FOOD WALL CHINESE,,HYDE SQUARE REALTY CO LLC,CHOO CHOO TRAIN INC.,QIU MEI ZENG,387   Centre ST,Jamaica Plain,MA,02130,28018,+16175246636,42.32228,-71.10956,FOOD WALL CHINESECHOO CHOO TRAIN INC.QIU MEI ZENG28018
3000980,FOREST HILLS PIZZA,,,FATOS,MANAJ,3722   Washington ST,Jamaica Plain,MA,02130,156254,+16033770078,42.299986,-71.113271,FOREST HILLS PIZZAFATOSMANAJ156254
3000981,FOREST HILLS PIZZA,,,Youssfzai,Shakila Khan,3722   Washington ST,Jamaica Plain,MA,02130,156254,+16033770078,42.299986,-71.113271,FOREST HILLS PIZZAYoussfzaiShakila Khan156254
3000982,FRANKLIN CAFE,,MAUREEN MCLAUGHLIN,MAUREEN MCLAUGHLIN,"",278   Shawmut AVE,Roxbury,MA,02118,156603,+16173500010,42.342938,-71.06889,FRANKLIN CAFEMAUREEN MCLAUGHLIN156603
3000983,Fair Nutrition,,,Yearwood,Karla,57   Fairmount AVE,Boston,MA,02136,413422,+16179221923,0,0,Fair NutritionYearwoodKarla413422
3000984,Fairmont Copley Plaza,,,AshKenazy Aquisition Corp.,Att: Accounts Payable,138  Saint James AVE,Boston,MA,02116,421126,+16172675300,0,0,Fairmont Copley PlazaAshKenazy Aquisition Corp.Att: Accounts Payable421126
3000985,Fairouz Restaurant,,GANAME JOSEPH G,Fairouz Restaurant Inc.,"",5268  Washington ST,West Roxbury,MA,02132,145684,+16174690000,42.25931,-71.1589,Fairouz RestaurantFairouz Restaurant Inc.145684
3000986,Falafel King,,"",Alzubaidy,Kadhim,262   Washington ST,Boston,MA,02108,330779,+16172276400,42.35774,-71.05784,Falafel KingAlzubaidyKadhim330779
3000987,Falafel King,,MOSKOW KENNETH A TS,Alzubaidy Owner,Kadhim,144  Tremont ST,Boston,MA,02111,136830,+16172276400,42.35774,-71.05784,Falafel KingAlzubaidy OwnerKadhim136830
3000988,Falafel King,,"P & C COMPANY: TONG'S FAS T FOOD",KADIM AL-ZUBAIDY,"",48   Winter ST,Boston,MA,02108,155968,+16172276400,42.35774,-71.05784,Falafel KingKADIM AL-ZUBAIDY155968
3000989,Falafel King I I I,,,Falafel King I I I Inc.,"",62   Summer ST,Boston,MA,02110,132031,+16178692741,42.35432,-71.058621,Falafel King I I IFalafel King I I I Inc.132031
3000990,Fan Fan Restaurant,,KIM BOK SIK,Frantz Guillaume,"",851   Washington ST,Dorchester,MA,02124,146202,+16173641390,42.256381,-71.122017,Fan Fan RestaurantFrantz Guillaume146202
3000991,Fan Fan Restaurant,,,Guillaume,Margalie,15  Harvard AV,Hyde Park,MA,02136,70313,+16173641390,42.256381,-71.122017,Fan Fan RestaurantGuillaumeMargalie70313
3000992,Farmer Horse Coffee,,,Farmer Horse Coffee,Orange Corner Inc.,374  Massachusetts AVE,Boston,MA,02115,351879,+17815709061,0,0,Farmer Horse CoffeeFarmer Horse CoffeeOrange Corner Inc.351879
3000993,Farmer Horse Coffee,,"",Orange Corner Inc.,"",376   MASSACHUSETTS AV,Fenway,MA,02115,0,+17815709061,0,0,Farmer Horse CoffeeOrange Corner Inc.0
3000994,Farmer Horse Coffee,,,Promanagement Inc.,Att: Accounts Payable,374  Massachusetts AVE,Boston,MA,02115,351879,+17815709061,0,0,Farmer Horse CoffeePromanagement Inc.Att: Accounts Payable351879
3000995,Fasika Cafe,,,Defar,Befekadu,51  Roxbury ST,Roxbury,MA,02119,351534,+16174276300,0,0,Fasika CafeDefarBefekadu351534
3000996,Fat Baby Sushi,,,Perkins Sq. Restaurant LLC,Mike Shaw,116   Dorchester ST,Boston,MA,02127,388516,+16172246602,0,0,Fat Baby SushiPerkins Sq. Restaurant LLCMike Shaw388516
3000997,Felcaro Pizzeria,,TWO76-280 CAMBRIDGE ST LLC,Sabeur Eleuchi,"",276   Cambridge ST,Boston,MA,02114,25264,+16177420011,42.360949,-71.068013,Felcaro PizzeriaSabeur Eleuchi25264
3000998,Fenway Cafe,,SLESAR BROS. BREWING CO.,Fenway Cafe L L C,"",61   Brookline AVE,Boston,MA,02215,156512,+16172621020,42.347163,-71.099081,Fenway CafeFenway Cafe L L C156512
3000999,"Fenway Johnnie's",,,"Fenway Johnnie's LLC",Att: Accounts Payable,96  Brookline AVE,Boston,MA,02215,422927,+16179363098,0,0,"Fenway Johnnie'sFenway Johnnie's LLCAtt: Accounts Payable422927"
