DimB_SK,DimL_SK,DimV_SK,ViolationLevel
3001707,2001509,100023,1
3001707,2001509,100032,1
3001707,2001509,100038,1
3001707,2001509,100040,1
3001707,2001509,100042,1
3001707,2001509,100051,1
3001707,2001509,100063,1
3001707,2001509,100083,1
3001707,2001509,100178,2
3001707,2001509,100416,3
3001708,2001957,100000,0
3001709,2001793,100000,0
3001709,2001793,100084,2
3001709,2001793,100102,2
3001709,2001793,100139,1
3001709,2001793,100211,1
3001709,2001793,100222,2
3001709,2001793,100226,2
3001709,2001793,100240,2
3001709,2001793,100243,1
3001709,2001793,100256,2
3001709,2001793,100260,1
3001709,2001793,100356,2
3001710,2002222,100000,0
3001711,2001949,100000,0
3001711,2001949,100102,2
3001711,2001949,100127,2
3001711,2001949,100168,2
3001711,2001949,100227,2
3001711,2001949,100240,2
3001711,2001949,100256,2
3001711,2001949,100304,2
3001711,2001949,100356,2
3001711,2001949,100376,1
3001712,2001286,100000,0
3001712,2001286,100013,3
3001712,2001286,100014,3
3001712,2001286,100032,1
3001712,2001286,100038,1
3001712,2001286,100041,3
3001712,2001286,100042,1
3001712,2001286,100043,2
3001712,2001286,100049,3
3001712,2001286,100051,1
3001712,2001286,100060,2
3001712,2001286,100064,1
3001712,2001286,100082,2
3001712,2001286,100127,2
3001712,2001286,100166,3
3001712,2001286,100169,3
3001712,2001286,100205,1
3001712,2001286,100208,2
3001712,2001286,100243,1
3001712,2001286,100350,1
3001712,2001286,100420,3
3001713,2001964,100000,0
3001713,2001964,100128,1
3001713,2001964,100220,2
3001713,2001964,100256,2
3001713,2001964,100358,1
3001713,2001964,100413,0
3001714,2002008,100059,1
3001714,2002008,100075,1
3001714,2002008,100139,1
3001714,2002008,100143,1
3001714,2002008,100162,1
3001714,2002008,100228,2
3001714,2002008,100260,1
3001714,2002008,100281,1
3001714,2002008,100304,2
3001714,2002008,100319,1
3001714,2002008,100335,1
3001714,2002008,100357,1
3001714,2002008,100368,1
3001714,2002008,100369,2
3001714,2002008,100372,1
3001714,2002008,100374,1
3001714,2002008,100390,3
3001715,2002260,100130,1
3001715,2002260,100141,3
3001715,2002260,100144,1
3001715,2002260,100193,2
3001715,2002260,100198,1
3001715,2002260,100200,2
3001715,2002260,100205,1
3001715,2002260,100226,2
3001715,2002260,100228,2
3001715,2002260,100256,2
3001715,2002260,100260,1
3001715,2002260,100306,1
3001715,2002260,100343,1
3001715,2002260,100355,2
3001715,2002260,100356,2
3001715,2002260,100369,2
3001716,2000419,100014,3
3001716,2000419,100036,1
3001716,2000419,100038,1
3001716,2000419,100051,1
3001716,2000419,100055,1
3001716,2000419,100060,2
3001716,2000419,100064,1
3001716,2000419,100083,1
3001716,2000419,100255,1
3001716,2000419,100258,3
3001716,2000419,100306,1
3001716,2000419,100333,1
3001716,2000419,100335,1
3001716,2000419,100358,1
3001716,2000419,100408,1
3001716,2000419,100420,3
3001717,2002501,100000,0
3001718,2001193,100000,0
3001718,2001193,100005,2
3001718,2001193,100006,2
3001718,2001193,100009,1
3001718,2001193,100013,3
3001718,2001193,100014,3
3001718,2001193,100017,1
3001718,2001193,100021,3
3001718,2001193,100023,1
3001718,2001193,100024,1
3001718,2001193,100025,1
3001718,2001193,100032,1
3001718,2001193,100033,1
3001718,2001193,100036,1
3001718,2001193,100037,1
3001718,2001193,100040,1
3001718,2001193,100041,3
3001718,2001193,100042,1
3001718,2001193,100043,2
3001718,2001193,100044,1
3001718,2001193,100045,1
3001718,2001193,100046,1
3001718,2001193,100047,1
3001718,2001193,100049,3
3001718,2001193,100051,1
3001718,2001193,100054,3
3001718,2001193,100055,1
3001718,2001193,100056,1
3001718,2001193,100058,1
3001718,2001193,100059,1
3001718,2001193,100060,2
3001718,2001193,100061,1
3001718,2001193,100062,1
3001718,2001193,100063,1
3001718,2001193,100064,1
3001718,2001193,100066,1
3001718,2001193,100075,1
3001718,2001193,100125,1
3001718,2001193,100168,2
3001718,2001193,100198,1
3001718,2001193,100304,2
3001718,2001193,100408,1
3001718,2001193,100417,3
3001718,2001193,100418,3
3001718,2001193,100420,3
3001719,2001279,100000,0
3001719,2001279,100014,3
3001719,2001279,100017,1
3001719,2001279,100023,1
3001719,2001279,100028,3
3001719,2001279,100030,3
3001719,2001279,100033,1
3001719,2001279,100042,1
3001719,2001279,100044,1
3001719,2001279,100045,1
3001719,2001279,100051,1
3001719,2001279,100054,3
3001719,2001279,100055,1
3001719,2001279,100061,1
3001719,2001279,100063,1
3001719,2001279,100064,1
3001719,2001279,100075,1
3001719,2001279,100206,2
3001719,2001279,100234,1
3001719,2001279,100260,1
3001719,2001279,100333,1
3001719,2001279,100418,3
3001720,2001243,100000,0
3001720,2001243,100009,1
3001720,2001243,100023,1
3001720,2001243,100032,1
3001720,2001243,100033,1
3001720,2001243,100036,1
3001720,2001243,100038,1
3001720,2001243,100044,1
3001720,2001243,100045,1
3001720,2001243,100046,1
3001720,2001243,100051,1
3001720,2001243,100054,3
3001720,2001243,100055,1
3001720,2001243,100056,1
3001720,2001243,100065,1
3001720,2001243,100066,1
3001720,2001243,100074,1
3001720,2001243,100075,1
3001720,2001243,100078,1
3001720,2001243,100102,2
3001720,2001243,100107,1
3001720,2001243,100127,2
3001720,2001243,100128,1
3001720,2001243,100151,1
3001720,2001243,100178,2
3001720,2001243,100194,1
3001720,2001243,100199,1
3001720,2001243,100208,2
3001720,2001243,100227,2
3001720,2001243,100260,1
3001720,2001243,100283,1
3001720,2001243,100335,1
3001720,2001243,100358,1
3001720,2001243,100372,1
3001720,2001243,100378,1
3001720,2001243,100408,1
3001720,2001243,100420,3
3001721,2002794,100000,0
3001721,2002794,100018,1
3001721,2002794,100033,1
3001721,2002794,100036,1
3001721,2002794,100038,1
3001721,2002794,100049,3
3001721,2002794,100051,1
3001721,2002794,100055,1
3001721,2002794,100071,3
3001721,2002794,100075,1
3001722,2002108,100000,0
3001723,2000241,100000,0
3001723,2000241,100032,1
3001723,2000241,100033,1
3001723,2000241,100038,1
3001723,2000241,100054,3
3001723,2000241,100058,1
3001723,2000241,100062,1
3001723,2000241,100118,2
3001723,2000241,100158,3
3001723,2000241,100168,2
3001723,2000241,100175,1
3001723,2000241,100206,2
3001723,2000241,100279,1
3001723,2000241,100294,2
3001723,2000241,100413,0
3001723,2000241,100416,3
3001723,2000241,100417,3
3001724,2000444,100000,0
3001724,2000444,100014,3
3001724,2000444,100018,1
3001724,2000444,100023,1
3001724,2000444,100025,1
3001724,2000444,100028,3
3001724,2000444,100029,3
3001724,2000444,100031,1
3001724,2000444,100032,1
3001724,2000444,100033,1
3001724,2000444,100037,1
3001724,2000444,100038,1
3001724,2000444,100042,1
3001724,2000444,100044,1
3001724,2000444,100051,1
3001724,2000444,100054,3
3001724,2000444,100055,1
3001724,2000444,100056,1
3001724,2000444,100058,1
3001724,2000444,100060,2
3001724,2000444,100063,1
3001724,2000444,100064,1
3001724,2000444,100077,1
3001724,2000444,100084,2
3001724,2000444,100100,1
3001724,2000444,100102,2
3001724,2000444,100130,1
3001724,2000444,100137,1
3001724,2000444,100143,1
3001724,2000444,100159,2
3001724,2000444,100176,2
3001724,2000444,100206,2
3001724,2000444,100226,2
3001724,2000444,100228,2
3001724,2000444,100234,1
3001724,2000444,100243,1
3001724,2000444,100260,1
3001724,2000444,100298,2
3001724,2000444,100304,2
3001724,2000444,100325,1
3001724,2000444,100335,1
3001724,2000444,100350,1
3001724,2000444,100369,2
3001724,2000444,100389,3
3001724,2000444,100413,0
3001724,2000444,100417,3
3001725,2001357,100000,0
3001725,2001357,100166,3
3001725,2001357,100198,1
3001726,2002097,100000,0
3001727,2001985,100000,0
3001727,2001985,100260,1
3001727,2001985,100355,2
3001728,2001283,100000,0
3001728,2001283,100009,1
3001728,2001283,100016,3
3001728,2001283,100023,1
3001728,2001283,100030,3
3001728,2001283,100031,1
3001728,2001283,100033,1
3001728,2001283,100038,1
3001728,2001283,100042,1
3001728,2001283,100044,1
3001728,2001283,100055,1
3001728,2001283,100059,1
3001728,2001283,100061,1
3001728,2001283,100062,1
3001728,2001283,100063,1
3001728,2001283,100064,1
3001728,2001283,100074,1
3001728,2001283,100075,1
3001728,2001283,100128,1
3001728,2001283,100175,1
3001728,2001283,100333,1
3001728,2001283,100358,1
3001728,2001283,100417,3
3001729,2002902,100000,0
3001729,2002902,100014,3
3001729,2002902,100023,1
3001729,2002902,100032,1
3001729,2002902,100033,1
3001729,2002902,100036,1
3001729,2002902,100037,1
3001729,2002902,100041,3
3001729,2002902,100043,2
3001729,2002902,100045,1
3001729,2002902,100046,1
3001729,2002902,100047,1
3001729,2002902,100051,1
3001729,2002902,100060,2
3001729,2002902,100062,1
3001729,2002902,100130,1
3001729,2002902,100137,1
3001729,2002902,100144,1
3001729,2002902,100166,3
3001729,2002902,100198,1
3001729,2002902,100205,1
3001729,2002902,100227,2
3001729,2002902,100243,1
3001729,2002902,100306,1
3001729,2002902,100333,1
3001729,2002902,100335,1
3001729,2002902,100340,1
3001729,2002902,100366,1
3001729,2002902,100413,0
3001729,2002902,100416,3
3001730,2000116,100000,0
3001730,2000116,100009,1
3001730,2000116,100014,3
3001730,2000116,100017,1
3001730,2000116,100019,1
3001730,2000116,100021,3
3001730,2000116,100023,1
3001730,2000116,100024,1
3001730,2000116,100028,3
3001730,2000116,100031,1
3001730,2000116,100032,1
3001730,2000116,100033,1
3001730,2000116,100036,1
3001730,2000116,100038,1
3001730,2000116,100041,3
3001730,2000116,100042,1
3001730,2000116,100043,2
3001730,2000116,100044,1
3001730,2000116,100045,1
3001730,2000116,100046,1
3001730,2000116,100051,1
3001730,2000116,100062,1
3001730,2000116,100063,1
3001730,2000116,100064,1
3001730,2000116,100071,3
3001730,2000116,100084,2
3001730,2000116,100102,2
3001730,2000116,100129,3
3001730,2000116,100130,1
3001730,2000116,100139,1
3001730,2000116,100143,1
3001730,2000116,100166,3
3001730,2000116,100168,2
3001730,2000116,100205,1
3001730,2000116,100228,2
3001730,2000116,100234,1
3001730,2000116,100235,2
3001730,2000116,100254,1
3001730,2000116,100255,1
3001730,2000116,100256,2
3001730,2000116,100260,1
3001730,2000116,100304,2
3001730,2000116,100306,1
3001730,2000116,100328,1
3001730,2000116,100335,1
3001730,2000116,100356,2
3001730,2000116,100360,1
3001730,2000116,100369,2
3001730,2000116,100370,1
3001730,2000116,100374,1
3001730,2000116,100376,1
3001730,2000116,100413,0
3001730,2000116,100416,3
3001730,2000116,100417,3
3001731,2001990,100128,1
3001731,2001990,100137,1
3001731,2001990,100162,1
3001731,2001990,100166,3
3001731,2001990,100167,3
3001731,2001990,100199,1
3001731,2001990,100243,1
3001731,2001990,100277,1
3001731,2001990,100411,3
3001732,2001236,100000,0
3001732,2001236,100007,3
3001732,2001236,100009,1
3001732,2001236,100012,3
3001732,2001236,100013,3
3001732,2001236,100014,3
3001732,2001236,100017,1
3001732,2001236,100019,1
3001732,2001236,100023,1
3001732,2001236,100032,1
3001732,2001236,100033,1
3001732,2001236,100036,1
3001732,2001236,100037,1
3001732,2001236,100038,1
3001732,2001236,100041,3
3001732,2001236,100042,1
3001732,2001236,100043,2
3001732,2001236,100044,1
3001732,2001236,100048,1
3001732,2001236,100051,1
3001732,2001236,100054,3
3001732,2001236,100055,1
3001732,2001236,100056,1
3001732,2001236,100060,2
3001732,2001236,100062,1
3001732,2001236,100063,1
3001732,2001236,100064,1
3001732,2001236,100071,3
3001732,2001236,100075,1
3001732,2001236,100163,3
3001732,2001236,100165,2
3001732,2001236,100166,3
3001732,2001236,100168,2
3001732,2001236,100176,2
3001732,2001236,100206,2
3001732,2001236,100374,1
3001732,2001236,100417,3
3001733,2002624,100000,0
3001733,2002624,100013,3
3001733,2002624,100014,3
3001733,2002624,100017,1
3001733,2002624,100021,3
3001733,2002624,100030,3
3001733,2002624,100031,1
3001733,2002624,100032,1
3001733,2002624,100033,1
3001733,2002624,100036,1
3001733,2002624,100037,1
3001733,2002624,100038,1
3001733,2002624,100040,1
3001733,2002624,100042,1
3001733,2002624,100043,2
3001733,2002624,100051,1
3001733,2002624,100055,1
3001733,2002624,100062,1
3001733,2002624,100064,1
3001733,2002624,100075,1
3001733,2002624,100151,1
3001733,2002624,100155,2
3001733,2002624,100166,3
3001733,2002624,100168,2
3001733,2002624,100333,1
3001733,2002624,100417,3
3001734,2001049,100000,0
3001734,2001049,100007,3
3001734,2001049,100009,1
3001734,2001049,100013,3
3001734,2001049,100014,3
3001734,2001049,100016,3
3001734,2001049,100017,1
3001734,2001049,100018,1
3001734,2001049,100022,1
3001734,2001049,100023,1
3001734,2001049,100028,3
3001734,2001049,100031,1
3001734,2001049,100032,1
3001734,2001049,100033,1
3001734,2001049,100034,1
3001734,2001049,100036,1
3001734,2001049,100037,1
3001734,2001049,100038,1
3001734,2001049,100041,3
3001734,2001049,100042,1
3001734,2001049,100043,2
3001734,2001049,100044,1
3001734,2001049,100045,1
3001734,2001049,100051,1
3001734,2001049,100054,3
3001734,2001049,100055,1
3001734,2001049,100058,1
3001734,2001049,100059,1
3001734,2001049,100060,2
3001734,2001049,100061,1
3001734,2001049,100062,1
3001734,2001049,100063,1
3001734,2001049,100064,1
3001734,2001049,100065,1
3001734,2001049,100066,1
3001734,2001049,100071,3
3001734,2001049,100075,1
3001734,2001049,100084,2
3001734,2001049,100163,3
3001734,2001049,100168,2
3001734,2001049,100176,2
3001734,2001049,100198,1
3001734,2001049,100240,2
3001734,2001049,100304,2
3001734,2001049,100408,1
3001734,2001049,100417,3
3001734,2001049,100420,3
3001735,2001573,100014,3
3001735,2001573,100018,1
3001735,2001573,100023,1
3001735,2001573,100032,1
3001735,2001573,100040,1
3001735,2001573,100042,1
3001735,2001573,100043,2
3001735,2001573,100044,1
3001735,2001573,100047,1
3001735,2001573,100051,1
3001735,2001573,100054,3
3001735,2001573,100055,1
3001735,2001573,100060,2
3001735,2001573,100063,1
3001735,2001573,100064,1
3001735,2001573,100075,1
3001735,2001573,100102,2
3001735,2001573,100139,1
3001735,2001573,100143,1
3001735,2001573,100206,2
3001735,2001573,100234,1
3001735,2001573,100260,1
3001735,2001573,100304,2
3001735,2001573,100335,1
3001735,2001573,100356,2
3001735,2001573,100366,1
3001735,2001573,100368,1
3001735,2001573,100372,1
3001735,2001573,100413,0
3001735,2001573,100417,3
3001735,2001573,100421,3
3001736,2002318,100139,1
3001736,2002318,100143,1
3001736,2002318,100243,1
3001736,2002318,100260,1
3001736,2002318,100304,2
3001736,2002318,100335,1
3001736,2002318,100355,2
3001736,2002318,100372,1
3001736,2002318,100384,3
3001737,2002441,100128,1
3001737,2002441,100129,3
3001737,2002441,100130,1
3001737,2002441,100137,1
3001737,2002441,100166,3
3001737,2002441,100168,2
3001737,2002441,100198,1
3001737,2002441,100199,1
3001737,2002441,100243,1
3001737,2002441,100300,1
3001737,2002441,100333,1
3001737,2002441,100335,1
3001737,2002441,100356,2
3001738,2001045,100000,0
3001738,2001045,100001,3
3001738,2001045,100002,3
3001738,2001045,100003,3
3001738,2001045,100009,1
3001738,2001045,100014,3
3001738,2001045,100015,3
3001738,2001045,100017,1
3001738,2001045,100018,1
3001738,2001045,100019,1
3001738,2001045,100023,1
3001738,2001045,100024,1
3001738,2001045,100025,1
3001738,2001045,100028,3
3001738,2001045,100029,3
3001738,2001045,100031,1
3001738,2001045,100032,1
3001738,2001045,100033,1
3001738,2001045,100036,1
3001738,2001045,100037,1
3001738,2001045,100038,1
3001738,2001045,100041,3
3001738,2001045,100042,1
3001738,2001045,100043,2
3001738,2001045,100044,1
3001738,2001045,100045,1
3001738,2001045,100046,1
3001738,2001045,100047,1
3001738,2001045,100048,1
3001738,2001045,100049,3
3001738,2001045,100051,1
3001738,2001045,100053,3
3001738,2001045,100054,3
3001738,2001045,100055,1
3001738,2001045,100056,1
3001738,2001045,100057,1
3001738,2001045,100058,1
3001738,2001045,100059,1
3001738,2001045,100060,2
3001738,2001045,100061,1
3001738,2001045,100062,1
3001738,2001045,100063,1
3001738,2001045,100064,1
3001738,2001045,100065,1
3001738,2001045,100066,1
3001738,2001045,100067,1
3001738,2001045,100068,1
3001738,2001045,100071,3
3001738,2001045,100073,3
3001738,2001045,100075,1
3001738,2001045,100083,1
3001738,2001045,100129,3
3001738,2001045,100137,1
3001738,2001045,100139,1
3001738,2001045,100143,1
3001738,2001045,100144,1
3001738,2001045,100166,3
3001738,2001045,100185,1
3001738,2001045,100198,1
3001738,2001045,100210,2
3001738,2001045,100226,2
3001738,2001045,100228,2
3001738,2001045,100234,1
3001738,2001045,100239,3
3001738,2001045,100255,1
3001738,2001045,100260,1
3001738,2001045,100306,1
3001738,2001045,100320,1
3001738,2001045,100335,1
3001738,2001045,100343,1
3001738,2001045,100355,2
3001738,2001045,100369,2
3001738,2001045,100372,1
3001738,2001045,100415,3
3001738,2001045,100416,3
3001738,2001045,100417,3
3001739,2001191,100000,0
3001739,2001191,100009,1
3001739,2001191,100014,3
3001739,2001191,100017,1
3001739,2001191,100019,1
3001739,2001191,100021,3
3001739,2001191,100023,1
3001739,2001191,100025,1
3001739,2001191,100026,1
3001739,2001191,100028,3
3001739,2001191,100030,3
3001739,2001191,100032,1
3001739,2001191,100033,1
3001739,2001191,100036,1
3001739,2001191,100037,1
3001739,2001191,100038,1
3001739,2001191,100040,1
3001739,2001191,100042,1
3001739,2001191,100043,2
3001739,2001191,100044,1
3001739,2001191,100045,1
3001739,2001191,100046,1
3001739,2001191,100051,1
3001739,2001191,100054,3
3001739,2001191,100055,1
3001739,2001191,100058,1
3001739,2001191,100059,1
3001739,2001191,100062,1
3001739,2001191,100064,1
3001739,2001191,100066,1
3001739,2001191,100068,1
3001739,2001191,100075,1
3001739,2001191,100130,1
3001739,2001191,100166,3
3001739,2001191,100193,2
3001739,2001191,100227,2
3001739,2001191,100356,2
3001739,2001191,100358,1
3001739,2001191,100416,3
3001739,2001191,100417,3
3001740,2000222,100000,0
3001740,2000222,100014,3
3001740,2000222,100017,1
3001740,2000222,100023,1
3001740,2000222,100033,1
3001740,2000222,100037,1
3001740,2000222,100041,3
3001740,2000222,100042,1
3001740,2000222,100044,1
3001740,2000222,100051,1
3001740,2000222,100054,3
3001740,2000222,100055,1
3001740,2000222,100059,1
3001740,2000222,100060,2
3001740,2000222,100062,1
3001740,2000222,100063,1
3001740,2000222,100064,1
3001740,2000222,100075,1
3001740,2000222,100137,1
3001740,2000222,100139,1
3001740,2000222,100143,1
3001740,2000222,100162,1
3001740,2000222,100234,1
3001740,2000222,100237,2
3001740,2000222,100239,3
3001740,2000222,100243,1
3001740,2000222,100260,1
3001740,2000222,100326,1
3001740,2000222,100335,1
3001740,2000222,100356,2
3001740,2000222,100368,1
3001740,2000222,100370,1
3001740,2000222,100372,1
3001740,2000222,100417,3
3001741,2000569,100000,0
3001741,2000569,100009,1
3001741,2000569,100012,3
3001741,2000569,100013,3
3001741,2000569,100014,3
3001741,2000569,100017,1
3001741,2000569,100018,1
3001741,2000569,100023,1
3001741,2000569,100032,1
3001741,2000569,100033,1
3001741,2000569,100036,1
3001741,2000569,100037,1
3001741,2000569,100040,1
3001741,2000569,100043,2
3001741,2000569,100044,1
3001741,2000569,100047,1
3001741,2000569,100048,1
3001741,2000569,100051,1
3001741,2000569,100055,1
3001741,2000569,100059,1
3001741,2000569,100061,1
3001741,2000569,100062,1
3001741,2000569,100063,1
3001741,2000569,100064,1
3001741,2000569,100066,1
3001741,2000569,100075,1
3001741,2000569,100130,1
3001741,2000569,100165,2
3001741,2000569,100166,3
3001741,2000569,100167,3
3001741,2000569,100208,2
3001741,2000569,100220,2
3001741,2000569,100255,1
3001741,2000569,100306,1
3001741,2000569,100333,1
3001741,2000569,100366,1
3001742,2000909,100000,0
3001742,2000909,100013,3
3001742,2000909,100014,3
3001742,2000909,100017,1
3001742,2000909,100023,1
3001742,2000909,100032,1
3001742,2000909,100033,1
3001742,2000909,100036,1
3001742,2000909,100037,1
3001742,2000909,100040,1
3001742,2000909,100041,3
3001742,2000909,100044,1
3001742,2000909,100046,1
3001742,2000909,100051,1
3001742,2000909,100055,1
3001742,2000909,100060,2
3001742,2000909,100061,1
3001742,2000909,100062,1
3001742,2000909,100063,1
3001742,2000909,100064,1
3001742,2000909,100220,2
3001742,2000909,100304,2
3001743,2001029,100000,0
3001743,2001029,100009,1
3001743,2001029,100014,3
3001743,2001029,100017,1
3001743,2001029,100018,1
3001743,2001029,100019,1
3001743,2001029,100021,3
3001743,2001029,100023,1
3001743,2001029,100030,3
3001743,2001029,100031,1
3001743,2001029,100032,1
3001743,2001029,100033,1
3001743,2001029,100037,1
3001743,2001029,100038,1
3001743,2001029,100041,3
3001743,2001029,100042,1
3001743,2001029,100043,2
3001743,2001029,100044,1
3001743,2001029,100045,1
3001743,2001029,100046,1
3001743,2001029,100051,1
3001743,2001029,100054,3
3001743,2001029,100055,1
3001743,2001029,100059,1
3001743,2001029,100060,2
3001743,2001029,100062,1
3001743,2001029,100063,1
3001743,2001029,100064,1
3001743,2001029,100065,1
3001743,2001029,100070,3
3001743,2001029,100071,3
3001743,2001029,100075,1
3001743,2001029,100077,1
3001743,2001029,100102,2
3001743,2001029,100127,2
3001743,2001029,100166,3
3001743,2001029,100168,2
3001743,2001029,100188,1
3001743,2001029,100206,2
3001743,2001029,100417,3
3001744,2001001,100000,0
3001744,2001001,100001,3
3001744,2001001,100002,3
3001744,2001001,100003,3
3001744,2001001,100005,2
3001744,2001001,100006,2
3001744,2001001,100007,3
3001744,2001001,100009,1
3001744,2001001,100012,3
3001744,2001001,100013,3
3001744,2001001,100014,3
3001744,2001001,100019,1
3001744,2001001,100021,3
3001744,2001001,100023,1
3001744,2001001,100025,1
3001744,2001001,100029,3
3001744,2001001,100030,3
3001744,2001001,100031,1
3001744,2001001,100032,1
3001744,2001001,100033,1
3001744,2001001,100035,1
3001744,2001001,100036,1
3001744,2001001,100037,1
3001744,2001001,100038,1
3001744,2001001,100040,1
3001744,2001001,100041,3
3001744,2001001,100042,1
3001744,2001001,100043,2
3001744,2001001,100044,1
3001744,2001001,100045,1
3001744,2001001,100047,1
3001744,2001001,100051,1
3001744,2001001,100053,3
3001744,2001001,100055,1
3001744,2001001,100056,1
3001744,2001001,100057,1
3001744,2001001,100059,1
3001744,2001001,100060,2
3001744,2001001,100061,1
3001744,2001001,100062,1
3001744,2001001,100063,1
3001744,2001001,100064,1
3001744,2001001,100065,1
3001744,2001001,100066,1
3001744,2001001,100071,3
3001744,2001001,100073,3
3001744,2001001,100074,1
3001744,2001001,100075,1
3001744,2001001,100078,1
3001744,2001001,100083,1
3001744,2001001,100127,2
3001744,2001001,100129,3
3001744,2001001,100130,1
3001744,2001001,100139,1
3001744,2001001,100143,1
3001744,2001001,100144,1
3001744,2001001,100146,1
3001744,2001001,100166,3
3001744,2001001,100198,1
3001744,2001001,100227,2
3001744,2001001,100256,2
3001744,2001001,100260,1
3001744,2001001,100335,1
3001744,2001001,100368,1
3001744,2001001,100369,2
3001744,2001001,100370,1
3001744,2001001,100413,0
3001744,2001001,100415,3
3001744,2001001,100416,3
3001744,2001001,100417,3
3001744,2001001,100418,3
3001745,2001020,100009,1
3001745,2001020,100013,3
3001745,2001020,100014,3
3001745,2001020,100018,1
3001745,2001020,100019,1
3001745,2001020,100021,3
3001745,2001020,100023,1
3001745,2001020,100025,1
3001745,2001020,100029,3
3001745,2001020,100031,1
3001745,2001020,100032,1
3001745,2001020,100033,1
3001745,2001020,100037,1
3001745,2001020,100038,1
3001745,2001020,100042,1
3001745,2001020,100043,2
3001745,2001020,100044,1
3001745,2001020,100045,1
3001745,2001020,100047,1
3001745,2001020,100048,1
3001745,2001020,100051,1
3001745,2001020,100054,3
3001745,2001020,100055,1
3001745,2001020,100056,1
3001745,2001020,100058,1
3001745,2001020,100059,1
3001745,2001020,100060,2
3001745,2001020,100061,1
3001745,2001020,100062,1
3001745,2001020,100063,1
3001745,2001020,100064,1
3001745,2001020,100065,1
3001745,2001020,100066,1
3001745,2001020,100067,1
3001745,2001020,100068,1
3001745,2001020,100071,3
3001745,2001020,100073,3
3001745,2001020,100074,1
3001745,2001020,100075,1
3001745,2001020,100077,1
3001745,2001020,100081,2
3001745,2001020,100083,1
3001745,2001020,100084,2
3001745,2001020,100094,3
3001745,2001020,100102,2
3001745,2001020,100113,3
3001745,2001020,100128,1
3001745,2001020,100129,3
3001745,2001020,100130,1
3001745,2001020,100132,1
3001745,2001020,100137,1
3001745,2001020,100143,1
3001745,2001020,100151,1
3001745,2001020,100160,1
3001745,2001020,100167,3
3001745,2001020,100174,1
3001745,2001020,100182,3
3001745,2001020,100198,1
3001745,2001020,100199,1
3001745,2001020,100205,1
3001745,2001020,100220,2
3001745,2001020,100228,2
3001745,2001020,100242,2
3001745,2001020,100256,2
3001745,2001020,100260,1
3001745,2001020,100268,3
3001745,2001020,100300,1
3001745,2001020,100304,2
3001745,2001020,100305,2
3001745,2001020,100306,1
3001745,2001020,100315,1
3001745,2001020,100323,1
3001745,2001020,100333,1
3001745,2001020,100335,1
3001745,2001020,100350,1
3001745,2001020,100356,2
3001745,2001020,100369,2
3001745,2001020,100370,1
3001745,2001020,100374,1
3001745,2001020,100380,1
3001745,2001020,100417,3
3001746,2002439,100139,1
3001746,2002439,100143,1
3001746,2002439,100260,1
3001746,2002439,100269,1
3001746,2002439,100335,1
3001746,2002439,100356,2
3001746,2002439,100372,1
3001746,2002439,100384,3
3001747,2001299,100000,0
3001747,2001299,100014,3
3001747,2001299,100018,1
3001747,2001299,100019,1
3001747,2001299,100021,3
3001747,2001299,100023,1
3001747,2001299,100025,1
3001747,2001299,100029,3
3001747,2001299,100032,1
3001747,2001299,100033,1
3001747,2001299,100036,1
3001747,2001299,100037,1
3001747,2001299,100038,1
3001747,2001299,100041,3
3001747,2001299,100042,1
3001747,2001299,100043,2
3001747,2001299,100044,1
3001747,2001299,100045,1
3001747,2001299,100046,1
3001747,2001299,100054,3
3001747,2001299,100055,1
3001747,2001299,100058,1
3001747,2001299,100059,1
3001747,2001299,100060,2
3001747,2001299,100062,1
3001747,2001299,100064,1
3001747,2001299,100068,1
3001747,2001299,100069,3
3001747,2001299,100075,1
3001747,2001299,100084,2
3001747,2001299,100093,3
3001747,2001299,100129,3
3001747,2001299,100130,1
3001747,2001299,100137,1
3001747,2001299,100139,1
3001747,2001299,100143,1
3001747,2001299,100151,1
3001747,2001299,100165,2
3001747,2001299,100166,3
3001747,2001299,100168,2
3001747,2001299,100175,1
3001747,2001299,100186,1
3001747,2001299,100188,1
3001747,2001299,100198,1
3001747,2001299,100199,1
3001747,2001299,100205,1
3001747,2001299,100227,2
3001747,2001299,100243,1
3001747,2001299,100246,1
3001747,2001299,100251,1
3001747,2001299,100256,2
3001747,2001299,100260,1
3001747,2001299,100277,1
3001747,2001299,100300,1
3001747,2001299,100335,1
3001747,2001299,100356,2
3001747,2001299,100369,2
3001747,2001299,100371,1
3001747,2001299,100384,3
3001747,2001299,100396,3
3001747,2001299,100408,1
3001747,2001299,100417,3
3001747,2001299,100420,3
3001748,2000768,100000,0
3001748,2000768,100013,3
3001748,2000768,100018,1
3001748,2000768,100023,1
3001748,2000768,100025,1
3001748,2000768,100030,3
3001748,2000768,100031,1
3001748,2000768,100032,1
3001748,2000768,100033,1
3001748,2000768,100035,1
3001748,2000768,100036,1
3001748,2000768,100037,1
3001748,2000768,100042,1
3001748,2000768,100043,2
3001748,2000768,100044,1
3001748,2000768,100045,1
3001748,2000768,100051,1
3001748,2000768,100055,1
3001748,2000768,100056,1
3001748,2000768,100061,1
3001748,2000768,100062,1
3001748,2000768,100063,1
3001748,2000768,100064,1
3001748,2000768,100067,1
3001748,2000768,100075,1
3001748,2000768,100083,1
3001748,2000768,100086,3
3001748,2000768,100102,2
